1975,1423,0.03,12157,0.07,25788,0.03,23444,0.03,0.07,0.64
1976,1268,0.03,12305,0.07,26778,0.03,24981,0.04,0.16,0.29
1977,1095,0.04,10749,0.08,24032,0.04,23188,0.04,0.27,0.18
1978,1016,0.04,8924,0.09,20116,0.04,18761,0.04,0.31,0.16
1979,797,0.04,7017,0.09,16141,0.04,15174,0.04,0.41,0.12
1980,961,0.03,6062,0.09,13760,0.04,11915,0.05,0.39,0.14
1981,777,0.04,5088,0.08,12027,0.03,10631,0.04,0.56,0.08
1982,659,0.04,3641,0.1,8999,0.04,7978,0.04,0.77,0.06
1983,457,0.05,2811,0.12,6767,0.05,6004,0.06,0.64,0.09
1984,390,0.06,2415,0.14,5612,0.06,4984,0.07,0.5,0.14
1985,454,0.06,2229,0.15,5187,0.06,4191,0.08,0.6,0.14
1986,717,0.05,2228,0.15,5413,0.06,3478,0.09,1.08,0.09
1987,781,0.05,2856,0.12,6750,0.05,4636,0.07,0.75,0.1
1988,623,0.05,2865,0.14,6980,0.06,5728,0.07,0.79,0.09
1989,622,0.05,2730,0.14,6510,0.06,5192,0.08,0.72,0.12
1990,690,0.05,2567,0.12,6271,0.05,4597,0.07,0.96,0.08
1991,845,0.04,2466,0.09,6223,0.04,3995,0.06,1.3,0.05
1992,533,0.03,1939,0.09,5204,0.03,4041,0.04,1.39,0.04
1993,343,0.04,1644,0.11,4032,0.05,3433,0.05,0.79,0.07
1994,362,0.05,1677,0.12,3791,0.05,3003,0.07,0.48,0.14
1995,652,0.04,2219,0.09,4996,0.04,3202,0.07,0.54,0.13
1996,622,0.04,2481,0.09,5938,0.04,4289,0.05,0.79,0.07
1997,549,0.05,2340,0.11,5612,0.05,4455,0.06,0.78,0.08
1998,810,0.05,2934,0.11,6711,0.05,4562,0.07,0.63,0.11
1999,1188,0.04,4263,0.1,9680,0.04,3981,0.1,0.86,0.11
2000,1470,0.04,6373,0.08,14210,0.03,6968,0.07,0.54,0.14
2001,1649,0.03,8325,0.06,19073,0.03,11642,0.05,0.57,0.1
2002,1334,0.03,8183,0.07,19366,0.03,13924,0.04,0.68,0.07
2003,1332,0.03,7753,0.07,18063,0.03,13491,0.04,0.57,0.09
2004,1247,0.03,8586,0.06,19026,0.03,13957,0.04,0.3,0.17
2005,1234,0.03,9060,0.06,20221,0.03,13608,0.04,0.36,0.13
2006,1049,0.04,6779,0.08,16572,0.03,11329,0.04,0.94,0.05
2007,1460,0.03,6696,0.07,15484,0.03,8184,0.06,0.76,0.08
2008,1581,0.03,8341,0.07,19037,0.03,8544,0.07,0.73,0.09
2009,1697,0.03,9972,0.06,22643,0.03,12527,0.05,0.55,0.1
2010,1605,0.02,11939,0.05,26254,0.02,16875,0.04,0.28,0.18
2011,1515,0.02,13406,0.05,29196,0.02,21923,0.03,0.19,0.23
2012,1257,0.03,11836,0.05,27127,0.02,21968,0.03,0.44,0.09
2013,1225,0.04,7913,0.07,19055,0.03,14211,0.04,0.85,0.05
2014,2124,0.07,7830,0.11,19848,0.04,9208,0.09,0.48,0.11
2015,1343,0.04,7110,0.09,16505,0.04,8096,0.08,0.75,0.08
2016,1347,0.04,7808,0.1,17583,0.04,9141,0.09,0.51,0.13
2017,1287,0.04,9406,0.1,20276,0.05,12256,0.08,0.17,0.38
2018,1168,0.05,9082,0.12,20565,0.05,14506,0.08,0.44,0.15
2019,1662,0.06,8520,0.15,19692,0.06,12321,0.1,0.61,0.14
