1975,1022,0.05,5942,0.1,11803,0.05,4384,0.13,0.4,0.23
1976,771,0.05,6691,0.11,13354,0.06,5825,0.13,0.64,0.14
1977,813,0.05,6265,0.11,12485,0.06,3873,0.18,0.73,0.17
1978,651,0.04,5368,0.1,10711,0.05,3681,0.15,1.27,0.09
1979,395,0.05,4057,0.1,8101,0.05,2652,0.16,1.23,0.1
1980,367,0.05,3307,0.11,6598,0.06,5837,0.06,0.39,0.19
1981,401,0.05,3441,0.11,6868,0.05,5963,0.06,0.15,0.48
1982,419,0.05,3695,0.1,7369,0.05,6533,0.06,0.27,0.24
1983,480,0.05,3511,0.1,7002,0.05,5838,0.06,0.59,0.12
1984,430,0.06,2844,0.13,5645,0.07,4659,0.08,0.84,0.1
1985,758,0.07,3143,0.14,6214,0.07,3646,0.12,0.93,0.12
1986,1185,0.05,5218,0.11,10345,0.06,6341,0.09,0.56,0.17
1987,1493,0.04,6833,0.1,13582,0.05,9012,0.08,1.03,0.08
1988,1431,0.04,7492,0.1,14879,0.05,10844,0.07,0.69,0.11
1989,1488,0.04,7255,0.1,14403,0.05,10317,0.07,1.03,0.08
1990,1329,0.04,6930,0.08,13790,0.04,10026,0.06,0.87,0.08
1991,898,0.04,5407,0.08,10776,0.04,8787,0.05,1.1,0.06
1992,538,0.06,3454,0.12,6830,0.06,5789,0.07,1.14,0.06
1993,1226,0.05,4116,0.1,8105,0.05,3908,0.11,0.88,0.12
1994,1345,0.04,5579,0.09,11060,0.04,6602,0.07,1.26,0.07
1995,1197,0.04,5735,0.08,11415,0.04,7967,0.06,1.06,0.07
1996,722,0.05,5058,0.1,10086,0.05,8536,0.06,0.72,0.09
1997,697,0.07,4501,0.13,8876,0.07,7377,0.08,0.48,0.16
1998,2102,0.06,7377,0.11,14497,0.06,5533,0.15,0.61,0.19
1999,3587,0.05,15128,0.09,29994,0.05,10243,0.14,0.49,0.25
2000,4196,0.04,23546,0.08,46858,0.04,24307,0.07,0.42,0.24
2001,4500,0.03,28548,0.07,56890,0.03,36419,0.05,0.46,0.17
2002,4059,0.03,29746,0.06,59176,0.03,36790,0.05,0.5,0.14
2003,5682,0.07,31605,0.07,62870,0.04,37565,0.06,0.57,0.11
2004,4254,0.04,29583,0.06,58997,0.03,31327,0.06,0.8,0.08
2005,3794,0.03,29220,0.06,58299,0.03,30910,0.05,0.55,0.12
2006,3947,0.03,31557,0.05,62997,0.03,37670,0.04,0.25,0.24
2007,3454,0.03,29952,0.05,59711,0.03,36673,0.04,0.5,0.12
2008,4253,0.03,29108,0.05,58072,0.03,33852,0.04,0.57,0.11
2009,3493,0.02,30126,0.05,60186,0.02,33000,0.04,0.61,0.1
2010,2781,0.03,27436,0.05,54826,0.03,37840,0.04,0.53,0.11
2011,2004,0.03,22072,0.06,44012,0.03,33249,0.04,0.54,0.1
2012,3189,0.04,21381,0.07,42654,0.03,27147,0.05,0.43,0.14
2013,2791,0.03,22801,0.06,45413,0.03,22901,0.06,0.26,0.24
2014,4087,0.04,26282,0.07,51759,0.03,27964,0.06,0.33,0.19
2015,8053,0.06,37196,0.09,73834,0.04,29026,0.11,0.36,0.18
2016,5268,0.03,37862,0.07,75557,0.03,32845,0.08,0.4,0.16
2017,4564,0.03,39754,0.07,79415,0.04,45014,0.06,0.34,0.19
2018,3471,0.04,37853,0.08,75664,0.04,53443,0.05,0.17,0.37
2019,2735,0.04,33435,0.08,66795,0.04,54321,0.05,0.19,0.34
